article_id,category,title,date,content,summary,source_url,source_name,company_tag,keywords,collected_at,has_null,is_duplicate_seed,data_origin,relevance_score,recommendation_reason,business_impact
CLN-00124,market,"[칼럼] 스마트팩토리는 자동화가 아니라, AI를 위한 준비다",2026-05-27,"[칼럼] 스마트팩토리는 자동화가 아니라, AI를 위한 준비다 FA저널","[칼럼] 스마트팩토리는 자동화가 아니라, AI를 위한 준비다 FA저널",https://news.google.com/rss/articles/CBMia0FVX3lxTE5xcnpib0tEMTlMYWNTbXVQMlNDWHg0b1BZbEJtalNla3VBbENxTHRqTFZ6eE01VWY5VFUyU2xaaGFwdVRld3dCTUZlMnRxTmNmN0dUY3YtQllVZTNQaHNLWlQtVUZHel9jSlU4?oc=5,FA저널,,스마트팩토리,2026-09-19T15:38:10.090473+09:00,False,False,live,53.0,"핵심 키워드(AI, 스마트팩토리, 자동화) 부합에 따른 맞춤형 추천.",Medium
CLN-00171,market,"LG CNS, 북미 제조 AX 시장 공략 본격화…AI 스마트팩토리 ‘팩토바’ 전면에",2026-05-20,"LG CNS, 북미 제조 AX 시장 공략 본격화…AI 스마트팩토리 ‘팩토바’ 전면에 테크월드","LG CNS, 북미 제조 AX 시장 공략 본격화…AI 스마트팩토리 ‘팩토바’ 전면에 테크월드",https://news.google.com/rss/articles/CBMiaEFVX3lxTFBrWmRYcGZGTFVIbmtVUVJKdXVtcXBPa2RDZmVPNjhuOVc3RnNsU21GbkZnQzAyRk1tUmt3QUR4RUVpdGRhVEhIMDVKT3VLdlJLdXNtbmJUamxGd2M2bnExd29yVE04dFZ6?oc=5,테크월드,,스마트팩토리,2026-09-19T15:38:10.090473+09:00,False,False,live,53.0,"핵심 키워드(AI, 제조 AX, 스마트팩토리) 부합에 따른 맞춤형 추천.",Medium
CLN-00224,market,"포인드, 철강 품질검사에 AI 기술 접목…불량 검출 자동화로 생산 효율 향상",2025-11-17,"포인드, 철강 품질검사에 AI 기술 접목…불량 검출 자동화로 생산 효율 향상 한국경제","포인드, 철강 품질검사에 AI 기술 접목…불량 검출 자동화로 생산 효율 향상 한국경제",https://news.google.com/rss/articles/CBMiWkFVX3lxTE5qVC1LTWJSQWVZblJnZ2RPZHNYS1o0NjRjLWstbHN6NU9lelZ4Y01nT0gtRDJRckM1ZGNEekl4aVNFRHNwX2sxUk5MaUdoc0tYQlg1bHpnRW51dw?oc=5,한국경제,,품질검사,2026-09-19T15:38:10.090473+09:00,False,False,live,53.0,"핵심 키워드(AI, 자동화, 품질검사) 부합에 따른 맞춤형 추천.",Medium
CLN-00329,market,[인터뷰] 아이브 성민수 대표 “AiVOps로 머신비전과 물류 자동화 조준”,2023-09-09,[인터뷰] 아이브 성민수 대표 “AiVOps로 머신비전과 물류 자동화 조준” 헬로티,[인터뷰] 아이브 성민수 대표 “AiVOps로 머신비전과 물류 자동화 조준” 헬로티,https://news.google.com/rss/articles/CBMiXkFVX3lxTE9xdW1NVGVuUk9SNVMycnN5NkltLVBvcGtBdnJGY1VXRW1uNFBsdHJIdzVVbXUzWjg0ZXA2QVFIdnFfUnpCbUp4Y2RfTjZra2xyRkp5bnZMMmpCYnRKenc?oc=5,헬로티,,머신비전,2026-09-19T15:38:10.090473+09:00,False,False,live,53.0,"핵심 키워드(AI, 머신비전, 자동화) 부합에 따른 맞춤형 추천.",Medium
CLN-00352,market,"코그넥스코리아, ‘스마트팩토리·자동화산업전 2023’서 제조공정 전반의 머신비전 및 딥러닝 솔루션 소개해",2023-03-10,"코그넥스코리아, ‘스마트팩토리·자동화산업전 2023’서 제조공정 전반의 머신비전 및 딥러닝 솔루션 소개해 에이빙","코그넥스코리아, ‘스마트팩토리·자동화산업전 2023’서 제조공정 전반의 머신비전 및 딥러닝 솔루션 소개해 에이빙",https://news.google.com/rss/articles/CBMiZ0FVX3lxTE1wTXJMUjhQTGNyVnpCM0tGOWdxNm5mdkp4T2J4T19qTXpYckpuSWRVQktaRUtBb1pzOVZSb0cxc1FYQUVjaWlXcXQxbjU0QklkbUZCWWdyMjVaODE3OG9GQkZCMDVVS03SAWtBVV95cUxPbGt0UUtablM1VEtZUzhNNmlka2pxdWRZSG5ITzFQSjJzdVBOdUlNQkdOSmFTOS1hMkFiRWZ2X2E4bHpmLVhJZVdWMTNNb3N6U3pNNzdYYTdtVXpacjVqZjJycmNROGs2VVpqWQ?oc=5,에이빙,,머신비전,2026-09-19T15:38:10.090473+09:00,False,False,live,53.0,"핵심 키워드(머신비전, 스마트팩토리, 자동화) 부합에 따른 맞춤형 추천.",Medium
CLN-00021,market,"부산 스마트공장, 시스템 구축 넘어 제조AI로 전환…",2026-09-19,"부산 스마트공장, 시스템 구축 넘어 제조AI로 전환… 중도일보","부산 스마트공장, 시스템 구축 넘어 제조AI로 전환… 중도일보",https://news.google.com/rss/articles/CBMiZEFVX3lxTFBUQzAwSnl5MjJURVVwcFl2ZzJIUDZ4WjhfV3ppV2hPZTZ6UVJia0xwNjdxdlVwT2YxN1g4ampObFNwVkZTR01heTRxTWVxOUkzM0I2UWZycFFoYnJaUzVqVFdtX0w?oc=5,중도일보,,AI,2026-09-19T15:38:10.090473+09:00,False,False,live,51.0,핵심 키워드(AI) 부합 · 정부지원/바우처(스마트공장) 연계 가능에 따른 맞춤형 추천.,Medium
CLN-00375,market,"예천 농부창고, 삼성형 스마트공장 구축…제조 공정 자동화 나선다",2026-09-18,"예천 농부창고, 삼성형 스마트공장 구축…제조 공정 자동화 나선다 NANOOM ENERGY","예천 농부창고, 삼성형 스마트공장 구축…제조 공정 자동화 나선다 NANOOM ENERGY",https://news.google.com/rss/articles/CBMibEFVX3lxTE9Sa1I3US15VmhxbV9Fb1M5ZlFTbGl5UHJUZFFSbkp6RFFXMHBSQlhiSWw3RkFPYmlVSE82UU1MQ0J4UTBSek8xYlRPN1NwOFN0SHhkQ2VOLWFmR1N3cjhabk1tbWpwNXE0Ymkwbw?oc=5,NANOOM ENERGY,,자동화,2026-09-19T15:38:10.090473+09:00,False,False,live,51.0,핵심 키워드(자동화) 부합 · 정부지원/바우처(스마트공장) 연계 가능에 따른 맞춤형 추천.,Medium
CLN-00044,market,"부산 제조업 스마트공장서 ‘제조AI’로…부산TP, 지원체계 고도화",2026-09-17,"부산 제조업 스마트공장서 ‘제조AI’로…부산TP, 지원체계 고도화 브릿지경제","부산 제조업 스마트공장서 ‘제조AI’로…부산TP, 지원체계 고도화 브릿지경제",https://news.google.com/rss/articles/CBMiWkFVX3lxTE14d0JoRmRDYmVhTlBKbkI5bVNYaUp6SElMWE5wTVViZGdfWWtXS1RqMG5ZVzhwT29LYTNZQUZoSEQxaktUc2VFMW12eDRIdTJnVmFiR1JHUjNTUQ?oc=5,브릿지경제,,AI,2026-09-19T15:38:10.090473+09:00,False,False,live,51.0,핵심 키워드(AI) 부합 · 정부지원/바우처(스마트공장) 연계 가능에 따른 맞춤형 추천.,Medium
CLN-00103,market,"일본서 본 ‘스마트공장’…안산 제조업, 생산·물류 자동화 현장 확인",2026-09-14,"일본서 본 ‘스마트공장’…안산 제조업, 생산·물류 자동화 현장 확인 주간한국","일본서 본 ‘스마트공장’…안산 제조업, 생산·물류 자동화 현장 확인 주간한국",https://news.google.com/rss/articles/CBMicEFVX3lxTE5ncUtYbTMxS0NjMlR4Y18wMV9kVkN3X1NHcmV4UFhrSWxkT296VmppUFFmRDdIbU92RzFRSGN2TVZpeUdEMzNaS0xBM1JKNDBJZFZXOVlJWjI1RkdKcnJSbFhFSFlOQXRQRHQtblJvdXPSAXRBVV95cUxON2VLbjU5aVlkSnZLREFWSV8yTlNyTUVwQW10MTVQcGFLU29nVG52dWRRdllyTmwzUkdjWk5lbm1fUUdzbDJ0WU1LRjAydDNRcngxb2tkRUJxZFBHLWhwa2F3TlRrZWZDeUVidUd5LWpTRFFnZw?oc=5,주간한국,,스마트팩토리,2026-09-19T15:38:10.090473+09:00,False,False,live,51.0,핵심 키워드(자동화) 부합 · 정부지원/바우처(스마트공장) 연계 가능에 따른 맞춤형 추천.,Medium
CLN-00713,policy,"메타플라이어, 소상공인 11개사 대상 AI 마케팅 자동화 실증",2026-09-18,"메타플라이어, 소상공인 11개사 대상 AI 마케팅 자동화 실증 데이터넷","메타플라이어, 소상공인 11개사 대상 AI 마케팅 자동화 실증 데이터넷",https://news.google.com/rss/articles/CBMibEFVX3lxTFB5VVNJX2Q3TTlWc0pLWVdtbUlSR2tyNnEtbFAzMGRzR3ZnTWFRa05tRnQxS0ZobVhMa0VEeDB0U0RRMXpUakI5c04yRTZtYnlrMkpjcmg3aEJodWpaVGh6eEE5cE0xQmx3eUhoVQ?oc=5,데이터넷,,AI 바우처,2026-09-19T15:38:10.090473+09:00,False,False,live,50.0,"핵심 키워드(AI, 자동화) 부합에 따른 맞춤형 추천.",Medium
CLN-00715,policy,"바이스벌사, AI 바우처·데이터바우처 3년 연속 공급기업 선정",2026-09-10,"바이스벌사, AI 바우처·데이터바우처 3년 연속 공급기업 선정 패션포스트","바이스벌사, AI 바우처·데이터바우처 3년 연속 공급기업 선정 패션포스트",https://news.google.com/rss/articles/CBMixAFBVV95cUxPRjFpT2ZBd0toWGk3NjZYcEJ1QnZPbW8wRW90V05nTWdfMFo4R3U2R3luTE1LQWVuZGsydUJNTV83OS1HYTExNk9UVlI3ZDRIZ3JxbEI3aHE3VW5nZnZfcHZLX0RmY0NvUFVRWUhYNXk4d1BsX08tUE1zemJ2UjRtOVdXbjZfbnpJYWxQM0xPeFZVYmJsVkpBSkY0dWdzRlJLNndiRjRYd2w2SDRnQlNXTVVoWHZNZk9SUnkyQjBBMW5EbHRW?oc=5,패션포스트,,AI 바우처,2026-09-19T15:38:10.090473+09:00,False,False,live,49.0,핵심 키워드(AI) 부합 · 정부지원/바우처(AI 바우처) 연계 가능에 따른 맞춤형 추천.,Medium
